Cluster,MappedCluster,TrueLabel,Matched
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
7,12.0,12.0,1
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
-1,Noise,12.0,0
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
12,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
2,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
4,12.0,12.0,1
